Formula,Source,ID,space group,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,ν,wcc
Na2B2Se7,COD,1510772,C2/c (15),1,22,132,3,1.5748,1.694,0,(0;000),0
MoSeCl3,COD,4002056,C2/c (15),1,20,164,1,0,0.005,0.471,(1;110),0
MoSCl3,COD,4002054,C2/c (15),1,20,164,1,0,0.001,0.45,(1;110),0
MoP4,ICSD,105057,C2/c (15),1,10,68,2,0,0.019,0.126,(1;000),1
MoP4,COD,2106092,C2/c (15),1,10,68,2,0,0.019,0.126,(1;000),0
MoCl3,ICSD,26109,C2/c (15),1,16,140,2,0,0.047,0.055,(0;000),0
MnTlF4,ICSD,168525,C2/c (15),1,12,112,3,0,0.015,0.126,(0;000),0
MnSi2O5,COD,9001951,C2/c (15),1,16,106,3,0,0,0.431,(1;101),0
MnSe2O5,ICSD,73936,C2/c (15),1,16,114,3,0,0,0.431,(1;011),0
MnPH2O5,COD,9012515,C2/c (15),1,18,104,3,0,0.015,0.579,(0;000),0
MnH2SO5,COD,9009369,C2/c (15),1,18,106,3,0,0,0.292,(1;100),0
MnH2SeO5,ICSD,66746,C2/c (15),1,18,106,3,0,0.002,0.362,(1;010),0
MnGeO3,ICSD,290044,C2/c (15),1,20,148,3,0,0.009,0.308,(0;110),0
MnF3,ICSD,73113,C2/c (15),1,24,216,3,0,0.007,0.231,(1;000),0
MnF3,ICSD,19080,C2/c (15),1,8,72,3,0,0.021,0.28,(0;000),0
MnCrF5,COD,1000158,C2/c (15),1,14,128,3,0,0.024,0.25,(0;110),0
MnCdF5,ICSD,69633,C2/c (15),1,14,124,3,0,0.005,0.275,(0;000),0
MnBiO3,COD,4340611,C2/c (15),1,20,192,3,0,0.011,0.416,(0;000),0
MnAsH2O5,ICSD,71164,C2/c (15),1,18,104,3,0,0.014,0.135,(0;000),0
Mn5C2,ICSD,69535,C2/c (15),1,14,166,3,0,0,0.859,(0;011),0
MgSiO3,COD,9002911,C2/c (15),1,20,128,3,8.017,8.017,0,(0;000),0
MgSiO3,COD,9003382,C2/c (15),1,20,128,3,8.3287,8.473,0,(0;000),0
MgSiO3,COD,2105685,C2/c (15),1,20,128,3,4.4588,4.459,0,(0;000),0
MgH2SO5,COD,1100087,C2/c (15),1,18,96,3,5.8055,5.806,0,(0;000),0
MgH2SeO5,ICSD,66745,C2/c (15),1,18,96,3,4.2015,4.202,0,(0;000),0
MgGeO3,COD,9000961,C2/c (15),1,20,128,3,2.9465,3.098,0,(0;000),0
Mg(AlCl4)2,ICSD,62046,C2/c (15),1,22,144,2,4.9889,4.995,0,(0;000),0
Mg3Ga7Co2,ICSD,157364,C2/c (15),1,24,310,3,0,0,0.696,(0;101),0
Mg2BBrN2,ICSD,261620,C2/c (15),1,12,80,3,3.4236,3.781,0,(0;000),0
LiYF4,COD,1531438,C2/c (15),1,12,84,3,7.555,7.555,0,(0;000),0
LiV(SiO3)2,COD,9008443,C2/c (15),1,20,120,3,0,0.008,0.185,(1;000),0
LiV(SiO3)2,COD,2006833,C2/c (15),1,20,120,3,0,0.009,0.16,(1;000),0
LiVO3,ICSD,2899,C2/c (15),1,20,136,2,3.0371,3.197,0,(0;000),0
LiTi(SiO3)2,ICSD,96292,C2/c (15),1,20,118,3,0,0,0.95,(0;011),0
LiTaGeO5,COD,2103314,C2/c (15),1,16,100,3,3.8933,3.893,0,(0;000),0
LiTa3O8,COD,9012127,C2/c (15),1,24,180,3,3.5605,3.61,0,(0;000),0
LiSc(SiO3)2,COD,9008451,C2/c (15),1,20,116,3,5.094,5.223,0,(0;000),0
LiSbS2,ICSD,427506,C2/c (15),1,8,40,1,0.4822,0.52,0,(0;000),0
LiIn(SiO3)2,COD,9008457,C2/c (15),1,20,120,3,4.0232,4.156,0,(0;000),0
LiGa(SiO3)2,COD,2009646,C2/c (15),1,20,120,3,4.7365,4.872,0,(0;000),0
LiGa(SiO3)2,COD,9013865,C2/c (15),1,20,120,3,4.7408,4.877,0,(0;000),0
LiFe(SiO3)2,COD,9008444,C2/c (15),1,20,110,3,0,0,0.342,(0;101),0
LiFe(GeO3)2,ICSD,169479,C2/c (15),1,20,110,3,0,0,0.374,(0;011),0
LiFe(GeO3)2,ICSD,162950,C2/c (15),1,20,110,3,0,0,0.327,(1;101),0
LiCr(SiO3)2,COD,9008442,C2/c (15),1,20,122,3,0,0,0.437,(1;101),0
LiCr(GeO3)2,ICSD,174432,C2/c (15),1,20,122,3,0,0,0.425,(1;011),0
LiAuF4,COD,1510140,C2/c (15),1,12,84,3,1.2487,1.249,0,(0;000),0
LiAsO3,COD,2310602,C2/c (15),1,20,104,1,3.7525,3.801,0,(0;000),0
LiAl(SiO3)2,COD,2003129,C2/c (15),1,20,100,3,5.7526,5.824,0,(0;000),0
LiAl(SiO3)2,COD,9003400,C2/c (15),1,20,100,3,4.833,4.846,0,(0;000),0
LiAl(PS3)2,ICSD,425979,C2/c (15),1,20,104,2,2.6621,2.809,0,(0;000),0
Li4SeO5,ICSD,410714,C2/c (15),1,20,96,1,2.9133,3.02,0,(0;000),0
Li2ZrO3,COD,2300535,C2/c (15),1,12,56,3,3.12,3.329,0,(0;000),0
Li2ZrF6,ICSD,155020,C2/c (15),1,18,104,3,5.1502,5.154,0,(0;000),0
Li2WO4,COD,1527546,C2/c (15),1,14,88,1,10.5063,0.003,1,(0;000),0
Li2TiO3,COD,1515995,C2/c (15),1,24,144,2,3.2446,3.44,0,(0;000),0
Li2TeO3,ICSD,4317,C2/c (15),1,24,120,1,3.5317,3.761,0,(0;000),0
Li2SnS3,COD,4002128,C2/c (15),1,24,152,2,1.5363,1.546,0,(0;000),0
Li2SnO3,ICSD,21053,C2/c (15),1,24,152,2,3.2923,3.543,0,(0;000),0
Li2RuO3,ICSD,78721,C2/c (15),1,24,160,3,0,0.008,0.292,(1;000),0
Li2PbO3,ICSD,35182,C2/c (15),1,12,76,3,1.2573,1.362,0,(0;000),0
Li2MnF5,COD,1530560,C2/c (15),1,16,112,1,0,0.019,0.219,(0;000),0
Li2CrCl4,COD,1530131,C2/c (15),1,14,96,3,0,0.006,0.56,(0;000),0
Li2CO3,COD,2310703,C2/c (15),1,12,56,1,5.282,5.417,0,(0;000),0
Li2B2Se5,COD,1510746,C2/c (15),1,18,84,3,1.7208,1.912,0,(0;000),0
KSbS2,ICSD,641324,C2/c (15),1,8,52,1,1.4975,1.501,0,(0;000),0
KSbO2,ICSD,411214,C2/c (15),1,8,52,1,1.9478,1.951,0,(0;000),0
KP(HO)2,COD,2013920,C2/c (15),1,12,56,1,5.351,5.351,0,(0;000),0
KO2,ICSD,38230,C2/c (15),1,6,42,2,0,0,0.626,(1;011),1
KNaV2O6,COD,2008659,C2/c (15),1,20,160,1,3.29,3.29,0,(0;000),0
KNaTiO3,ICSD,47177,C2/c (15),1,12,96,1,3.7164,3.74,0,(0;000),0
KIn(GeO3)2,ICSD,65337,C2/c (15),1,20,132,3,2.731,2.805,0,(0;000),0
KFeSe2,ICSD,40780,C2/c (15),1,8,58,1,0,0,0.5,(1;101),0
KFeS2,COD,1008340,C2/c (15),1,8,58,1,0,0,0.278,(1;101),0
KBiO2,COD,1528047,C2/c (15),1,8,72,1,1.2352,1.245,0,(0;000),0
K4Be3O5,ICSD,33808,C2/c (15),1,24,156,1,3.3568,3.409,0,(0;000),0
K3W2,COD,1527780,C2/c (15),1,10,166,1,0,0,0.693,(0;011),0
K3LiIrO4,ICSD,75045,C2/c (15),1,18,142,1,0,0,0.332,(1;100),0
K3BP2,COD,8103458,C2/c (15),1,12,80,1,1.6994,2.098,0,(0;000),0
K3BAs2,ICSD,300105,C2/c (15),1,12,80,1,1.3279,1.768,0,(0;000),0
K2Zn3O4,ICSD,62146,C2/c (15),1,18,156,3,1.4801,1.48,0,(0;000),0
K2TiS3,ICSD,72377,C2/c (15),1,12,96,1,1.1523,1.152,0,(0;000),0
K2Sn2Se5,ICSD,72379,C2/c (15),1,18,152,3,1.1071,1.26,0,(0;000),0
K2Sn2S5,ICSD,72378,C2/c (15),1,18,152,3,1.6448,1.893,0,(0;000),0
K2S2O7,COD,4306603,C2/c (15),1,22,144,1,5.7762,5.796,0,(0;000),0
K2Mo(SO)2,ICSD,423986,C2/c (15),1,14,112,1,2.0758,2.28,0,(0;000),0
K2HgS4,ICSD,20757,C2/c (15),1,14,108,1,0,0,0.573,(0;000),0
K2HfF6,ICSD,29514,C2/c (15),1,18,144,1,6.6195,6.713,0,(0;000),0
K2Cr2O7,COD,2010992,C2/c (15),1,22,176,1,2.8202,2.822,0,(0;000),0
K2CO3,ICSD,662,C2/c (15),1,12,80,1,3.5203,3.52,0,(0;000),0
K2B2Se7,COD,1510734,C2/c (15),1,22,132,2,1.7582,1.885,0,(0;000),0
K2B2S7,COD,1510733,C2/c (15),1,22,132,2,2.594,2.718,0,(0;000),0
HgWO4,COD,2010794,C2/c (15),1,12,128,3,2.3115,2.754,0,(0;000),0
HgPSe3,ICSD,639132,C2/c (15),1,20,140,2,1.082,1.082,0,(0;000),0
HgMoO4,ICSD,2533,C2/c (15),1,12,100,3,2.1395,2.474,0,(0;000),0
HgBrO3,ICSD,31925,C2/c (15),1,20,148,2,3.4599,3.523,0,(0;000),0
Hg2WO4,ICSD,90085,C2/c (15),1,14,152,3,2.0554,2.398,0,(0;000),0
Hg2P3Cl,ICSD,74771,C2/c (15),1,12,92,3,1.102,1.651,0,(0;000),0
Hg2MoO4,ICSD,90084,C2/c (15),1,14,124,3,1.8857,2.248,0,(0;000),0
Hg2IO,COD,9015189,C2/c (15),1,16,148,3,0.9124,1.064,0,(0;000),0
Hg2ClO,COD,9009904,C2/c (15),1,16,148,3,1.8283,1.933,0,(0;000),0
Hg2ClO,COD,2310659,C2/c (15),1,16,148,3,1.3653,1.404,0,(0;000),0
Hg2As3Br,ICSD,75169,C2/c (15),1,12,92,3,0.9002,1.173,0,(0;000),0
HfTl2PbSe4,ICSD,237510,C2/c (15),1,16,152,3,0,1.22,0.059,(0;000),0
HfTl2PbS4,ICSD,237509,C2/c (15),1,16,152,3,0.5954,1.532,0,(0;000),0
Hf(MoO4)2,COD,1532569,C2/c (15),1,22,176,3,2.8462,2.846,0,(0;000),0
HfI4,ICSD,200826,C2/c (15),1,20,160,2,1.8004,1.8,0,(0;000),0
HC2F,COD,2223886,C2/c (15),1,24,96,1,4.7694,4.81,0,(0;000),0
HC2F,COD,4116822,C2/c (15),1,24,96,1,4.5863,4.606,0,(0;000),0
H5C4N3,COD,2207775,C2/c (15),1,24,72,1,2.9527,2.971,0,(0;000),0
H2SO4,COD,2005680,C2/c (15),1,14,64,1,6.7617,7.041,0,(0;000),0
H2CBr2,COD,2100676,C2/c (15),1,20,80,1,4.1172,4.203,0,(0;000),0
H2C4O5,COD,2102818,C2/c (15),1,22,96,1,0,0.003,0.172,(0;000),0
GaHCl2,COD,4318449,C2/c (15),1,16,112,1,5.062,5.206,0,(0;000),0
Ga2NiCl8,ICSD,417870,C2/c (15),1,22,184,2,0,0.002,0.192,(1;000),0
FeSO5,COD,9003662,C2/c (15),1,14,88,3,0,0.025,0.567,(0;000),0
FeSO4F,ICSD,182945,C2/c (15),1,14,90,3,0,0.001,0.521,(1;100),0
FeSiO3,COD,9003393,C2/c (15),1,20,120,3,0.038,0.054,0,(0;000),0
FeSiO3,COD,9000917,C2/c (15),1,20,120,3,0,0.038,0.102,(0;000),0
FePH2O5,ICSD,167029,C2/c (15),1,18,90,3,0,0,0.307,(1;100),0
FeP4,ICSD,65415,C2/c (15),1,20,112,3,0.7899,0.859,0,(0;000),0
FeH2SO5,COD,2103101,C2/c (15),1,18,92,3,0.3254,0.359,0,(0;000),0
FeGeO3,COD,9016670,C2/c (15),1,20,120,3,0,0.061,0.097,(0;000),0
Fe(CO)5,COD,2310564,C2/c (15),1,22,116,2,3.6826,3.72,0,(0;000),0
Fe(BO2)2,ICSD,420403,C2/c (15),1,14,76,3,0.3192,0.368,0,(0;000),0
Fe5C2,COD,1521831,C2/c (15),1,14,96,3,0,0.011,0.275,(1;000),0
Fe2PO5,COD,1008736,C2/c (15),1,16,102,3,0,0,0.683,(0;100),0
F2,ICSD,16262,C2/c (15),1,4,28,1,1.3602,1.36,0,(0;000),0
CuSe2O5,COD,2211417,C2/c (15),1,16,106,2,0,0.001,0.263,(1;011),0
CuO,COD,9015924,C2/c (15),1,4,34,3,0,0,0.506,(1;100),0
CuH6BrN2,COD,7104068,C2/c (15),1,20,68,1,2.3525,2.353,0,(0;000),0
Cu(CO)4,ICSD,415406,C2/c (15),1,18,102,3,0,0,0.504,(1;011),0
Cu6Sn5,COD,2101211,C2/c (15),1,22,272,3,0,0.011,0.696,(0;000),0
Cu2PbO2,ICSD,400657,C2/c (15),1,10,96,3,0.7561,0.9,0,(0;000),0
Cu2P2O7,COD,9007764,C2/c (15),1,22,148,3,0,0.002,0.23,(0;110),0
Cu2As2O7,COD,4505377,C2/c (15),1,22,148,3,0,0.002,0.329,(0;000),0
CsWCl6,COD,1527332,C2/c (15),1,16,130,1,0,0.002,0.475,(1;010),0
CsTaI6,ICSD,418487,C2/c (15),1,16,128,1,0.6727,0.68,0,(0;000),0
CsSrN9,COD,8103571,C2/c (15),1,22,128,1,3.8586,3.952,0,(0;000),0
CsSbO2,COD,2007633,C2/c (15),1,8,52,1,2.476,2.493,0,(0;000),0
CsSb2F7,COD,4343796,C2/c (15),1,20,136,1,4.3589,4.409,0,(0;000),0
CsLiF2,COD,4343820,C2/c (15),1,16,104,3,6.5835,6.584,0,(0;000),0
CsLiCl2,ICSD,423634,C2/c (15),1,16,104,1,5.3881,5.388,0,(0;000),0
CsGaS2,COD,1529692,C2/c (15),1,8,68,1,3.367,3.379,0,(0;000),0
CsC3(SeN)3,ICSD,4101,C2/c (15),1,20,108,1,1.9235,2.016,0,(0;000),0
CsC2N5,COD,4320904,C2/c (15),1,16,84,1,4.5738,4.606,0,(0;000),0
CsC2N3,ICSD,249791,C2/c (15),1,24,128,1,4.6862,4.686,0,(0;000),0
CsBiO2,ICSD,406564,C2/c (15),1,8,72,1,2.3819,2.391,0,(0;000),0
CsAuSe3,COD,1510105,C2/c (15),1,10,76,2,1.1162,1.357,0,(0;000),0
CsAuCl4,ICSD,423233,C2/c (15),1,12,96,1,1.8939,1.944,0,(0;000),0
CsAu2F7,ICSD,152057,C2/c (15),1,20,160,1,2.0658,2.094,0,(0;000),0
CsAs3O8,COD,2102799,C2/c (15),1,24,144,3,2.8495,2.85,0,(0;000),0
Cs4Fe2O5,ICSD,174317,C2/c (15),1,22,164,3,0,0.003,0.205,(0;000),0
Cs3BP2,COD,8103455,C2/c (15),1,12,80,1,1.8676,1.908,0,(0;000),0
Cs3Bi2,COD,4116198,C2/c (15),1,10,114,1,0,0,0.262,(0;011),0
Cs3BAs2,ICSD,300122,C2/c (15),1,12,80,1,1.6808,1.772,0,(0;000),0
Cs2Mo(SO)2,ICSD,423982,C2/c (15),1,14,112,1,2.3707,2.532,0,(0;000),0
Cs2Au2Se3,COD,4027824,C2/c (15),1,14,116,1,1.449,1.456,0,(0;000),0
CrS,COD,9007443,C2/c (15),1,4,40,3,0,0.008,0.657,(0;000),0
CrP4,ICSD,2790,C2/c (15),1,10,68,2,0,0.022,0.114,(1;000),1
CrHg5O6,COD,9004355,C2/c (15),1,24,220,3,1.055,1.166,0,(0;000),0
CrBiO3,ICSD,174404,C2/c (15),1,20,188,3,0,0.003,0.244,(1;000),0
Cr2F5,COD,2310491,C2/c (15),1,14,126,3,0,0.001,0.212,(1;100),0
CoH2SO5,COD,9009371,C2/c (15),1,18,110,3,0,0.001,0.531,(1;100),0
CoH2SeO5,ICSD,66747,C2/c (15),1,18,110,3,0,0.001,0.443,(1;010),0
CoGeO3,ICSD,26814,C2/c (15),1,20,156,3,0,0.005,0.333,(1;000),0
Co(BO2)2,ICSD,422063,C2/c (15),1,14,94,3,0,0,0.808,(1;011),0
CNCl,ICSD,86484,C2/c (15),1,18,96,1,3.7201,3.91,0,(0;000),0
CN,COD,2000225,C2/c (15),1,24,108,1,0,0.002,0.461,(0;110),0
Cl2O7,ICSD,63680,C2/c (15),1,18,112,1,4.2757,4.354,0,(0;000),0
CF4,ICSD,65786,C2/c (15),1,10,64,1,9.3762,9.446,0,(0;000),0
CF4,ICSD,2848,C2/c (15),1,10,64,1,9.4116,9.472,0,(0;000),0
CdSe2O5,COD,2010004,C2/c (15),1,16,108,3,3.2062,3.475,0,(0;000),0
CdGeO3,COD,1530775,C2/c (15),1,20,136,3,1.7048,1.761,0,(0;000),0
Cd2As3I,COD,9011252,C2/c (15),1,12,92,3,0.8572,1.134,0,(0;000),0
CaZn(SiO3)2,COD,2014614,C2/c (15),1,20,132,3,4.3367,4.435,0,(0;000),0
CaZn(GeO3)2,COD,2014615,C2/c (15),1,20,132,3,2.8081,2.912,0,(0;000),0
CaWO4,ICSD,193048,C2/c (15),1,12,124,3,3.8738,3.874,0,(0;000),0
CaTiSiO5,COD,9001794,C2/c (15),1,16,112,3,3.2315,3.237,0,(0;000),0
CaTiSiO5,COD,1011220,C2/c (15),1,16,112,3,3.1981,3.228,0,(0;000),0
CaTiF5,ICSD,49529,C2/c (15),1,14,114,1,0,0,0.903,(1;101),0
CaTe3O8,COD,9000671,C2/c (15),1,24,152,3,2.4307,2.514,0,(0;000),0
CaTaAlO5,ICSD,50718,C2/c (15),1,16,112,3,3.8797,3.978,0,(0;000),0
CaSO6,COD,9015350,C2/c (15),1,16,104,1,0,0.006,0.453,(0;000),0
CaSiSnO5,COD,9006655,C2/c (15),1,16,116,3,3.6012,3.668,0,(0;000),0
CaSi2O5,COD,9002042,C2/c (15),1,16,96,3,5.4246,5.508,0,(0;000),0
CaSi2NiO6,COD,9001303,C2/c (15),1,20,128,3,0,0.007,0.582,(1;000),0
CaMn(SiO3)2,COD,9000152,C2/c (15),1,20,138,3,0,0,0.425,(1;101),0
CaMnF5,COD,1518174,C2/c (15),1,14,120,1,0,0.002,0.361,(0;000),0
CaMg(SiO3)2,COD,9000506,C2/c (15),1,20,128,3,3.7875,3.788,0,(0;000),0
CaMg(SiO3)2,COD,9000335,C2/c (15),1,20,128,3,5.073,5.073,0,(0;000),0
CaMg(SiO3)2,COD,1011057,C2/c (15),1,20,128,3,5.0012,5.001,0,(0;000),0
CaMgAsO4F,ICSD,56862,C2/c (15),1,16,112,3,4.5763,4.576,0,(0;000),0
CaGa4O7,COD,2002230,C2/c (15),1,24,208,3,3.0163,3.016,0,(0;000),0
CaFe(SiO3)2,COD,9001813,C2/c (15),1,20,124,3,0.742,0.746,0,(0;000),0
CaFe(GeO3)2,ICSD,290257,C2/c (15),1,20,124,3,0.5341,0.535,0,(0;000),0
CaCu(GeO3)2,COD,2100257,C2/c (15),1,20,130,3,0,0,0.281,(0;010),0
CaCrF5,COD,1525475,C2/c (15),1,14,118,1,0,0.001,0.567,(1;011),0
CaCo(SiO3)2,COD,9003415,C2/c (15),1,20,142,3,0,0,0.608,(1;101),0
CaC2(SN)2,ICSD,412783,C2/c (15),1,14,80,1,3.566,3.648,0,(0;000),0
Ca(C2N3)2,ICSD,411362,C2/c (15),1,22,112,1,4.6058,4.612,0,(0;000),0
CaC2,ICSD,24074,C2/c (15),1,6,36,1,2.3901,2.972,0,(0;000),0
CaAlSiO4F,ICSD,87663,C2/c (15),1,16,96,3,5.4487,5.449,0,(0;000),0
CaAlF5,COD,1000300,C2/c (15),1,14,96,1,7.4033,7.403,0,(0;000),0
CaAl4O7,COD,3500014,C2/c (15),1,24,128,3,4.1612,4.161,0,(0;000),0
Ca5Pt2,ICSD,619513,C2/c (15),1,14,140,2,0,0.007,0.336,(0;000),0
Ca5Pd2,ICSD,619503,C2/c (15),1,14,172,2,0,0.016,0.327,(0;000),0
Ca5Au2,COD,1510371,C2/c (15),1,14,144,1,0,0.033,0.673,(0;110),0
Ca4Si3Pd4,ICSD,74358,C2/c (15),1,22,248,3,0,0.019,0.382,(0;000),0
Ca3(GaP2)2,ICSD,423781,C2/c (15),1,18,152,2,1.0033,1.112,0,(0;000),0
Ca3(GaN2)2,COD,4323350,C2/c (15),1,18,152,2,1.9889,1.989,0,(0;000),0
Ca3(AlP2)2,ICSD,423780,C2/c (15),1,18,112,2,1.257,1.257,0,(0;000),0
Ca3(AlN2)2,COD,4321679,C2/c (15),1,18,112,2,2.5001,2.5,0,(0;000),0
Ca3(AlAs2)2,ICSD,60161,C2/c (15),1,18,112,2,1.0249,1.025,0,(0;000),0
Ca2VN3,ICSD,409644,C2/c (15),1,24,192,1,1.6877,1.751,0,(0;000),0
Ca2SiIr2,COD,1532211,C2/c (15),1,10,116,3,0,0.096,0.412,(0;110),0
Ca2InPt2,ICSD,418203,C2/c (15),1,10,106,3,0,0,0.337,(0;011),0
Ca2InPd2,ICSD,418202,C2/c (15),1,10,138,3,0,0,0.48,(0;011),0
Ca2GePt2,COD,4002145,C2/c (15),1,10,88,3,0,0.058,0.556,(0;000),0
Ca2AlPt2,COD,4002147,C2/c (15),1,10,86,3,0,0,0.347,(0;101),0
Ca2AlPd2,COD,4002146,C2/c (15),1,10,118,3,0,0,0.504,(0;011),0
BiSbO4,ICSD,35478,C2/c (15),1,12,88,3,2.6573,2.69,0,(0;000),0
BiO2,ICSD,79500,C2/c (15),1,12,68,3,1.4798,1.526,0,(0;000),0
BiO2,COD,9009765,C2/c (15),1,12,108,3,1.529,1.615,0,(0;000),0
Bi3ClO4,COD,8101670,C2/c (15),1,16,152,2,2.3289,2.362,0,(0;000),0
BH2CO,ICSD,9561,C2/c (15),1,20,60,1,1.1303,1.13,0,(0;000),0
BeP2,ICSD,2262,C2/c (15),1,24,112,1,0.8233,0.895,0,(0;000),0
Be2BO3F,ICSD,56847,C2/c (15),1,14,72,1,6.1761,6.176,0,(0;000),0
BaSi9Rh2,ICSD,247984,C2/c (15),1,24,160,3,0.1809,0.31,0,(0;000),0
BaSe2,COD,7221479,C2/c (15),1,6,44,1,1.009,1.076,0,(0;000),0
BaSe2,ICSD,16358,C2/c (15),1,6,44,1,1.009,1.076,0,(0;000),0
BaS2,ICSD,2004,C2/c (15),1,6,44,1,1.5522,1.591,0,(0;000),0
BaS2,ICSD,42134,C2/c (15),1,6,44,1,1.5646,1.599,0,(0;000),0
BaPd(SeO3)2,ICSD,423571,C2/c (15),1,20,152,1,1.5909,1.856,0,(0;000),0
BaPd,COD,9016560,C2/c (15),1,4,56,1,0,0.01,0.519,(1;000),0
BaN2,COD,4327589,C2/c (15),1,6,40,1,0,0.022,0.618,(0;000),0
BaN2,ICSD,280681,C2/c (15),1,6,40,1,0,0.007,0.652,(0;000),1
Ba(IO3)2,ICSD,23276,C2/c (15),1,18,120,1,3.775,3.843,0,(0;000),0
BaH4(IO)2,ICSD,407360,C2/c (15),1,18,80,1,3.6524,3.669,0,(0;000),0
BaH4(BrO)2,ICSD,33949,C2/c (15),1,18,80,1,4.3322,4.332,0,(0;000),0
BaCu(SeO3)2,ICSD,202388,C2/c (15),1,20,138,2,0,0,0.983,(1;101),0
BaCuN,COD,1005050,C2/c (15),1,18,156,3,0,0.029,0.02,(1;110),0
BaC2(SN)2,ICSD,94428,C2/c (15),1,14,80,1,0.023,0.051,0,(0;000),0
BaC2,ICSD,88102,C2/c (15),1,6,36,1,1.9008,2.015,0,(0;000),0
Ba(BrO3)2,ICSD,66035,C2/c (15),1,18,120,1,4.4622,4.477,0,(0;000),0
Ba(As3Pt2)2,ICSD,62519,C2/c (15),1,22,160,3,0.308,0.368,0,(0;000),0
Ba3(SiAs2)2,ICSD,41183,C2/c (15),1,18,116,1,0.7517,0.757,0,(0;000),0
Ba3(InP2)2,ICSD,402812,C2/c (15),1,18,152,2,1.1479,1.148,0,(0;000),0
Ba3(GaS3)2,COD,1518040,C2/c (15),1,22,184,1,2.6437,2.644,0,(0;000),0
Ba2ZnO3,COD,2002534,C2/c (15),1,24,200,2,2.883,2.885,0,(0;000),0
Ba2TaN3,ICSD,74503,C2/c (15),1,24,192,1,2.0204,2.027,0,(0;000),0
Ba2NbN3,ICSD,74906,C2/c (15),1,24,192,1,1.9768,1.997,0,(0;000),0
Ba2LiFe2N3,ICSD,71060,C2/c (15),1,16,108,1,0,0.006,0.407,(1;000),0
Ba2Li3TaN4,ICSD,75031,C2/c (15),1,20,124,1,2.4459,2.543,0,(0;000),0
Ba2Li3NbN4,ICSD,75516,C2/c (15),1,20,124,1,2.4675,2.594,0,(0;000),0
B2Pd5,COD,1525620,C2/c (15),1,14,192,3,0,0.04,0.428,(1;000),0
AsS,COD,9015797,C2/c (15),1,16,88,1,1.7512,1.92,0,(0;000),0
AsI5F6,ICSD,59115,C2/c (15),1,24,164,1,1.2767,1.296,0,(0;000),0
AsClF8,ICSD,23775,C2/c (15),1,20,136,1,3.8415,3.876,0,(0;000),0
AsBr5F6,ICSD,69057,C2/c (15),1,24,164,3,1.3271,1.352,0,(0;000),0
AlTlF4,COD,1000410,C2/c (15),1,12,88,2,0,0.083,0.654,(1;110),0
Al2VCl8,ICSD,415951,C2/c (15),1,22,150,2,0,0,0.192,(1;011),0
Al2O3,ICSD,169722,C2/c (15),1,10,48,3,9.3608,9.361,0,(0;000),0
Al2NiCl8,ICSD,417872,C2/c (15),1,22,144,2,0,0.003,0.088,(1;000),0
Al2Ge2O7,COD,1001676,C2/c (15),1,22,112,3,3.942,3.942,0,(0;000),0
Al2CoCl8,ICSD,22143,C2/c (15),1,22,158,2,0,0,0.498,(0;101),0
AgSbS2,COD,9002733,C2/c (15),1,16,112,3,1.2255,1.398,0,(0;000),0
AgPb2Br5,COD,8103387,C2/c (15),1,16,148,3,1.3513,1.385,0,(0;000),0
AgO,COD,2310065,C2/c (15),1,4,34,3,0,0,0.283,(1;010),0
AgCSN,COD,8100412,C2/c (15),1,16,104,3,2.0827,2.362,0,(0;000),0
AgAuCl4,COD,7209314,C2/c (15),1,12,100,2,0.8582,0.858,0,(0;000),0
Ag2PbO2,COD,1509690,C2/c (15),1,10,96,3,0.9851,1.337,0,(0;000),0
ZrTe2Br5,ICSD,69975,C2/m (12),1,16,102,2,1.0371,1.115,0,(0;000),0
Zr(MoO4)2,COD,2103589,C2/m (12),1,11,80,3,2.6175,2.799,0,(0;000),0
ZrCu2Te3,ICSD,56463,C2/m (12),1,12,88,3,0,0.026,0.134,(0;000),0
ZrCl,ICSD,868,C2/m (12),1,4,38,2,0,0.064,0.228,(0;111),1
Zr7P4,ICSD,648313,C2/m (12),1,22,96,3,0,0.013,0.845,(0;001),0
Zr7As4,ICSD,611614,C2/m (12),1,22,96,3,0,0.008,0.833,(0;001),0
Zr2ZnAg2F14,ICSD,422839,C2/m (12),1,19,140,3,0.2533,0.686,0,(0;000),0
Zr2Ni7,ICSD,2778,C2/m (12),1,18,156,3,0,0.006,0.724,(1;000),0
Zr2Ni7,ICSD,647170,C2/m (12),1,9,78,3,0,0.018,0.476,(0;000),0
Zr2Cu,COD,4310034,C2/m (12),1,6,38,0,0,0.006,0.668,(0;000),0
Zr2CoSi2,ICSD,653752,C2/m (12),1,10,66,3,0,0.009,0.595,(0;111),0
Zr2AgPdF11,ICSD,65181,C2/m (12),1,15,114,3,0,0.015,0.059,(0;000),0
ZnPS3,ICSD,648084,C2/m (12),1,10,70,2,1.9444,2.418,0,(0;000),0
ZnNi3B2,COD,4325891,C2/m (12),1,12,96,3,0,0.002,0.459,(0;111),0
ZnH8(N2Cl)2,ICSD,15875,C2/m (12),1,15,54,2,3.8143,4.554,0,(0;000),0
Zn5Co2,ICSD,240090,C2/m (12),1,14,188,3,0,0.011,0.371,(0;111),0
Zn2P2O7,ICSD,24153,C2/m (12),1,11,76,3,3.6804,4.229,0,(0;000),0
